id,name,price,price_text,original_price,discount_percentage,rating,shop_name,shop_city,shop_tier,badge,labels,image_url,product_url
102588587988,"Laptop LENOVO IdeaPad 5 2in1 14 Touch Ryzen AI 7 350 16GB 1TB W11+OHS 14"" FHD IPS Laptop Convertible Laptop 2IN1",12339000,Rp12.339.000,Rp16.999.000,0,4.7,royalltech,Jakarta Utara,2,Jakarta Utara,250+ terjual; Campaign; 27%,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f1e61f0512b74ee6a2bf2d39a8f6f64e~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=MfvCDDKbKoY2VB1kJiTAGlZGpf8%3D&x-signature-webp=jTZSM50Jk%2Bmq2jWCGQEbe1p2trk%3D,https://www.tokopedia.com/royalltech/laptop-lenovo-ideapad-5-2in1-14-touch-ryzen-ai-7-350-16gb-1tb-w11-ohs-14-fhd-ips-laptop-convertible-laptop-2in1-1733282836276479479?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
15661585455,Laptop ASUS VIVOBOOK X1404VA I5 1334 16GB 512GB W11 14.0FHD IPS BLU,7839000,Rp7.839.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,10 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/6931f744ba264426a068318e04b45eb8~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=lrhy0ycOSrG5RGyhIO0wNAZpPO8%3D&x-signature-webp=o9z%2FEOgZLV1Qpa35ryM2sbWIJLo%3D,https://www.tokopedia.com/legendeltro-id/laptop-asus-vivobook-x1404va-i5-1334-16gb-512gb-w11-14-0fhd-ips-blu-1730369005073892401?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
102285739635,Laptop LENOVO IDEAPAD SLIM 3 14 I5 13420H 16GB 512GB W11+OHS+M365B 14.0WUXGA IPS 2Y PREM+2ADP,8219000,Rp8.219.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,30+ terjual; Campaign,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/57a88c52c0ed46c1bdcd6ad1849c8541~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=mNI6mfCnNMWECl%2BIWiM9VKSq9y8%3D&x-signature-webp=Iwi%2FlOZgGNeLziW%2FhcFT%2FA6tunw%3D,https://www.tokopedia.com/legendeltro-id/laptop-lenovo-ideapad-slim-3-14-i5-13420h-16gb-512gb-w11-ohs-m365b-14-0wuxga-ips-2y-prem-2adp-1732567880058766385?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
16371518164,LAPTOP ASUS GAMING V16 V3607VJ-I535B8T-HM CORE 5-210H 16/512GB/RTX3050,11999000,Rp11.999.000,,0,5.0,GGSTORESBY,Surabaya,2,Surabaya,1 terjual; Campaign,https://p19-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/db73c8ba7a164d78892872edef90180e~tplv-o3syd03w52-resize-jpeg:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=iXZSfMv68YcZ0xDXvi4G9whu%2BC8%3D&x-signature-webp=DWfIJaPzYhG7YRf3u7RHiDrZEak%3D,https://www.tokopedia.com/ggstore-sby/laptop-asus-gaming-v16-v3607vj-i535b8t-hm-core-5-210h-16-512gb-rtx3050-1730954461408429602?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch%26whid%3D11418073
9311349346,Laptop asus vivobook Go 14 Ryzen 3 7320U 8GB 512GB W11+OHS,5649000,Rp5.649.000,,0,5.0,ROYAL COM,Jakarta Selatan,2,Jakarta Selatan,3 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2024/4/9/5d56b4c5-52a4-4686-9578-72bee68ab96f.png~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=hfks9c7Rg6Bg4IN097jAn9Q%2Fk7A%3D&x-signature-webp=RZ91yoxk%2FAJ014atmhwzE7Cn3hA%3D,https://www.tokopedia.com/royal-com/laptop-asus-vivobook-go-14-ryzen-3-7320u-8gb-512gb-w11-ohs-unit-only-ssd-256gb?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
102413696440,Laptop HP OMEN TRANSCEND 14 OLED ULTRA 7 155H RTX4060 8GB/ 16GB 1TB W11 14.0 2.8K 120HZ,19789000,Rp19.789.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,26 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/33264e33b37247acb17ef7c00631dc21~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=7kWUvl3r0WwB74Gtbux%2FPgETg78%3D&x-signature-webp=al7jNKGtJfB3d8jaL05Ubhkl%2FdA%3D,https://www.tokopedia.com/legendeltro-id/laptop-hp-omen-transcend-14-oled-ultra-7-155h-rtx4060-8gb-16gb-1tb-w11-14-0-2-8k-120hz-1732855142416679985?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
16691244292,LAPTOP ASUS VIVOBOOK GO 14 E1404FA VIPS5152M VIPS5153M : AMD R5-7520U 16GB 512GB VIPS WIN 11+OHS+M365,7899000,Rp7.899.000,,0,5.0,mdpsuperstore,Palembang,2,Palembang,3 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/6/9/0b343772-5ce9-472e-a9ec-a577bbdebd5f.png~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=IJ6cM0UyIHBSZsYZvNBaFYBnLxk%3D&x-signature-webp=7E26fLMOpXpThCB9vCDExttxq1w%3D,https://www.tokopedia.com/mdpsuperstore/laptop-asus-vivobook-go-14-e1404fa-vips5152m-vips5153m-amd-r5-7520u-16gb-512gb-vips-win-11-ohs-m365-1731559912876377703?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
102285954339,Laptop LENOVO IDEAPAD SLIM 3 14 I3 1315 8GB 512GB W11+OHS+M365B 14.0FHD BLIT 2Y PREM+2ADP,6039000,Rp6.039.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,19 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/0e1f016533884ef1bb5022274eb2ac18~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=WVyxM70kijBDM1xbp9nWu1wJOEc%3D&x-signature-webp=Sy7IIgbbE5k8E26Isvep%2BEomYcw%3D,https://www.tokopedia.com/legendeltro-id/laptop-lenovo-ideapad-slim-3-14-i3-1315-8gb-512gb-w11-ohs-m365b-14-0fhd-blit-2y-prem-2adp-1732568086198256689?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
16209865986,Laptop Hp Omen 16 I7 14650HX RTX4060 8GB/ 32GB 1TB Windows11 16.1FHD IPS 144HZ,18749000,Rp18.749.000,,0,5.0,Optima Tech,Bekasi,2,Bekasi,1 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/2/8/102c309c-119b-41c0-8a97-67cd4c5456fb.jpg~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=V%2BH78k%2FEVhRyXQnHRYK1FlWU%2FHM%3D&x-signature-webp=9qhjOZPHwgd7KPaiPrmDga9J834%3D,https://www.tokopedia.com/optimatechstore/laptop-hp-omen-16-i7-14650hx-rtx4060-8gb-32gb-1tb-windows11-16-1fhd-ips-144hz-1730843907847128424?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
102405505399,Laptop Asus ROG STRIX G18 G814JVR I9 14900HX RTX4060 8GB/ 32GB 1TB W11 18QHD 240HZ,25689000,Rp25.689.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,1 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/e0bdd5a56cb34617ab3d8353c543c36c~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=LEz6fjogX2s6rHT2Io6%2FjWqbY5M%3D&x-signature-webp=ccOzUWQGKT8r82iYtUs1JrLHYDQ%3D,https://www.tokopedia.com/legendeltro-id/laptop-asus-rog-strix-g18-g814jvr-i9-14900hx-rtx4060-8gb-32gb-1tb-w11-18qhd-240hz-1732837627142046769?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
16550733975,Laptop ASUS ZENBOOK 14 OLED TOUCH UX3405CA ULTRA 5 225H 16GB 1TB W11+OHS 14.0 2K EV0 BLU-SLV,15869000,Rp15.869.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,1 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/4/9/9dd27ac1-781d-4e94-8312-2e77770e181d.png~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=FmaYSzDQm7HecXqGUPaODII8HiI%3D&x-signature-webp=DQTnyobEvSDet3KFmDvd0MNL7fc%3D,https://www.tokopedia.com/legendeltro-id/laptop-asus-zenbook-14-oled-touch-ux3405ca-ultra-5-225h-16gb-1tb-w11-ohs-14-0-2k-ev0-blu-slv-1731134458648298545?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
102309223254,Laptop ASUS VIVOBOOK GO 14 E410KA N4500 8GB 512GB W11+OHS+M365B 14.0FHD BLIT BLU-BLK,4579000,Rp4.579.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,3 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/9e91fa09f405484d8900342ae5465e2a~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=V31bnfWui3HugrD6NWPtV7uOKEA%3D&x-signature-webp=%2BRHtM6TuhsBlCzdiVHrxzDpgu7s%3D,https://www.tokopedia.com/legendeltro-id/laptop-asus-vivobook-go-14-e410ka-n4500-8gb-512gb-w11-ohs-m365b-14-0fhd-blit-blu-blk-1732606668696814641?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
102562066997,Laptop HP 250 G8 I3 1115G4 8GB 256GB W11 15.6 FHD,5149000,Rp5.149.000,,0,5.0,Optima Tech,Bekasi,2,Bekasi,4 terjual; Campaign,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/1877484300dd4be6bddfb615f69e6b5e~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875071&x-signature=Z7V6K3tV7oryLsrOqX7huS7iN7g%3D&x-signature-webp=OzKOi8IZKxal1nuzqVUWAR0W5n8%3D,https://www.tokopedia.com/optimatechstore/laptop-hp-250-g8-i3-1115g4-8gb-256gb-w11-15-6-fhd-1733219228647523688?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
102222338848,Laptop LENOVO V14 G4 RYZEN 5 7520 16GB 512GB W11+OHS 14.0FHD IPS 2Y GRY,7589000,Rp7.589.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,1 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/4fbb3d17e9174afebf5fe51d3f24adc4~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875075&x-signature=ItUgAMmpHXtzk5yBIY9xfFo0YPw%3D&x-signature-webp=TvbRW3vcoDeYuZnZddVWUMeRDu8%3D,https://www.tokopedia.com/legendeltro-id/laptop-lenovo-v14-g4-ryzen-5-7520-16gb-512gb-w11-ohs-14-0fhd-ips-2y-gry-1732442158830421041?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
15252396851,Laptop MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2Y BLK,5889000,Rp5.889.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,2 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/1fb2785e05744131b12d617fa5ea2fb5~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875075&x-signature=%2Bq3BqMdvvhpq3gRCJzRLcoQtcJI%3D&x-signature-webp=qnYJohxzfEsPxOv5bv2BiOa8Xh0%3D,https://www.tokopedia.com/legendeltro-id/laptop-msi-modern-14-i3-1315-8gb-512gb-w11-14-0fhd-blit-ips-2y-blk-1730179354283181105?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
16417514589,Laptop ASUS VIVOBOOK S14 M3407HA RYZEN 7 260 16GB 1TB W11+OHS+M365B 14.0WUXGA SLV-GRY,12789000,Rp12.789.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,1 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/d979ab4cef2a4c73b142b1dd4eb2a143~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875075&x-signature=tSj9tpRCp6qsX5lMaD%2FWqV1Z7YI%3D&x-signature-webp=jhmiCjvCo3M66q7np8jBYWRJnmQ%3D,https://www.tokopedia.com/legendeltro-id/laptop-asus-vivobook-s14-m3407ha-ryzen-7-260-16gb-1tb-w11-ohs-m365b-14-0wuxga-slv-gry-1730992409894683697?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
14571135663,Laptop Lenovo Yoga Slim 7 14Q8X9-10ID Snapdragon X Elite/32GB/1TB/W11+OHS,19649000,Rp19.649.000,Rp19.999.000,0,5.0,GGSTORESBY,Surabaya,2,Surabaya,2 terjual; Campaign; 2%,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2024/10/22/365adb5a-c355-40f5-95c7-5bbc38145675.png~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875075&x-signature=OI6shVIK63%2B8RETFPYbq07yWQ0w%3D&x-signature-webp=osSt2aRXPPtx9UCu8GxEt0mIm2U%3D,https://www.tokopedia.com/ggstore-sby/laptop-lenovo-yoga-slim-7-14q8x9-10id-snapdragon-x-elite-32gb-1tb-w11-ohs?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch%26whid%3D11418073
16667363145,Laptop Lenovo Ideapad 5 2IN1 14 TOUCH RYZEN AI 7 350 16GB 1TB W11 14.0FHD IPS BLU,12389000,Rp12.389.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,1 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/143c9731158d4f0da7166d2e1cec95db~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875075&x-signature=6HYTOiDnCV1qWl%2BkVgyZbQSOp3g%3D&x-signature-webp=%2FjR2inH4YdqbeoEXNHpCMCoH47g%3D,https://www.tokopedia.com/legendeltro-id/laptop-lenovo-ideapad-5-2in1-14-touch-ryzen-ai-7-350-16gb-1tb-w11-14-0fhd-ips-blu-1731416481131037745?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
102286049374,Laptop LENOVO IDEAPAD SLIM 1 14 N4020 8GB 256GB/512GB W11+OHS 14.0 2Y PREM GRY/GOLD,4639000,Rp4.639.000,,0,5.0,LEGEND.ELTRO.ID,Tangerang Selatan,2,Tangerang Selatan,2 terjual; Campaign,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2024/11/6/823cef1c-772c-41a2-a4dc-8aeb6c7e7eb5.png~tplv-aphluv4xwc-white-pad-v1:200:200.jpeg?lk3s=a74d0a5d&x-expires=1764875075&x-signature=CYl6Lg8UaQQ3GruMYkRH%2FH5YHtY%3D&x-signature-webp=jGThcGboazMe1vp0V8O8%2FGAeN64%3D,https://www.tokopedia.com/legendeltro-id/laptop-lenovo-ideapad-slim-1-14-n4020-8gb-256gb-512gb-w11-ohs-14-0-2y-prem-gry-gold-1732568243771573297?extParam=ivf%3Dfalse%26keyword%3Dlaptop%26src%3Dsearch
